We were unable to synchronize one or more media files. Please refer to the log file for details.,Nous n'avons pas été en mesure de synchroniser un ou plusieurs fichiers multimédia. Veuillez consulter le fichier journal pour plus de détails.,module,Magento_AdminNotification
Synchronization of media storages has been completed.,La synchronisation des stockages des médias a été achevée.,module,Magento_AdminNotification
Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.,Votre serveur web est configuré de manière incorrecte et permet à l'accès non autorisé à des fichiers sensibles. Veuillez contacter votre fournisseur d'hébergement.,module,Magento_AdminNotification
System Messages:,Les messages du système :,module,Magento_AdminNotification
Critical System Messages,Les messages système critiques,module,Magento_AdminNotification
Major System Messages,Principaux messages du système,module,Magento_AdminNotification
System messages,Les messages système,module,Magento_AdminNotification
Close,Fermer,module,Magento_AdminNotification
See All (,Voir tous (,module,Magento_AdminNotification
 unread),Non lus),module,Magento_AdminNotification
Please correct the data sent.,Veuillez corriger les données envoyées.,module,Magento_AdvancedPricingImportExport
Entity type model '%1' is not found,Type d'entité modèle ' %1' n'est pas trouvée,module,Magento_AdvancedPricingImportExport
Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,Modèle type d'entité doit être une instance d'\\CatalogImportExport Magento\\\Export Modèle type de produits\\AbstractType,module,Magento_AdvancedPricingImportExport
There are no product types available for export,Il n'y a pas de types de produits disponibles pour l'exportation,module,Magento_AdvancedPricingImportExport
We can't find the role for the user you wanted.,Nous ne pouvons pas trouver le rôle de l'utilisateur vous avez voulu.,module,Magento_Authorization
Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.,Il y a eu un problème lors de la compilation d'une liste de ressources. Vous pouvez en savoir plus dans le journal des exceptions.,module,Magento_Authorization
You created the order.,Vous avez créé l'ordre.,module,Magento_Authorizenet
Order saving error: %1,Erreur d'enregistrement de commande :  %1,module,Magento_Authorizenet
Please choose a payment method.,Veuillez choisir une méthode de paiement.,module,Magento_Authorizenet
We can't process your order right now. Please try again later.,Nous ne pouvons pas traiter votre commande dès maintenant. Veuillez réessayer plus tard.,module,Magento_Authorizenet
Unable to place order. Please try again later.,Impossible de passer la commande. Veuillez réessayer plus tard.,module,Magento_Authorizenet
Credit Card: xxxx-%1,Carte de crédit : xxxx- %1,module,Magento_Authorizenet
amount %1,Montant  %1,module,Magento_Authorizenet
failed.,A ÉCHOUÉ.,module,Magento_Authorizenet
successful.,Un succès.,module,Magento_Authorizenet
Authorize.Net Transaction ID %1.,L'identifiant de transaction Authorize.Net  %1.,module,Magento_Authorizenet
authorize,Autoriser,module,Magento_Authorizenet
authorize and capture,Autoriser et capture,module,Magento_Authorizenet
capture,Capturer,module,Magento_Authorizenet
refund,Remboursement,module,Magento_Authorizenet
void,Void,module,Magento_Authorizenet
Gateway error: %1,Gateway :  %1,module,Magento_Authorizenet
Something went wrong in the payment gateway.,Quelque chose a mal tourné dans la passerelle de paiement.,module,Magento_Authorizenet
Invalid amount for capture.,Montant non valide pour la capture.,module,Magento_Authorizenet
Payment capturing error.,La capture de paiement erreur.,module,Magento_Authorizenet
Invalid transaction ID.,ID de transaction non valide.,module,Magento_Authorizenet
Payment voiding error.,Annulation de paiement erreur.,module,Magento_Authorizenet
Invalid amount for refund.,Montant non valide de remboursement.,module,Magento_Authorizenet
Payment refunding error.,Remboursement Paiement erreur.,module,Magento_Authorizenet
The transaction was declined because the response hash validation failed.,La transaction a été refusée parce que la réponse n'a pas de validation de hachage.,module,Magento_Authorizenet
This payment didn't work out because we can't find this order.,Ce paiement n'a pas fonctionné parce que nous ne pouvons pas trouver cet ordre.,module,Magento_Authorizenet
There was a payment authorization error.,Il y a eu une erreur d'autorisation de paiement.,module,Magento_Authorizenet
Please enter a transaction ID to authorize this payment.,Veuillez entrer un ID de transaction d'autoriser ce paiement.,module,Magento_Authorizenet
Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.,Quelque chose a mal tourné : le montant payé ne correspond pas au montant de la commande. Veuillez corriger cela et essayez à nouveau.,module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transaction  %1 a été approuvé. Montant  %2. L'état de l'opération est "" %3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Transaction  %1 a été annulé/a diminué. L'état de l'opération est "" %2"". Montant  %3.",module,Magento_Authorizenet
Authorize Only,Autoriser seulement,module,Magento_Authorizenet
Authorize and Capture,Autoriser et capture,module,Magento_Authorizenet
Unable to get transaction details. Try again later.,Impossible d'obtenir les détails de l'opération. Réessayez plus tard.,module,Magento_Authorizenet
Credit Card Type,Type de carte de crédit,module,Magento_Authorizenet
Credit Card Number,Numéro de carte de crédit,module,Magento_Authorizenet
Expiration Date,Date d'expiration,module,Magento_Authorizenet
Card Verification Number,Numéro de vérification de carte,module,Magento_Authorizenet
Fraud Detection ,La détection de la fraude,module,Magento_Authorizenet
FDS Filter Action,Action de filtrage FDS,module,Magento_Authorizenet
AVS Response,Réponse AVS,module,Magento_Authorizenet
Card Code Response,Réponse de code de carte,module,Magento_Authorizenet
CAVV Response,Réponse argumenté,module,Magento_Authorizenet
Fraud Filters,Les filtres de la fraude,module,Magento_Authorizenet
Invalid Form Key. Please refresh the page.,Clé de formulaire non valide. Veuillez actualiser la page.,module,Magento_Backend
You entered an invalid Secret Key. Please refresh the page.,Vous avez entré une clé secrète non valide. Veuillez actualiser la page.,module,Magento_Backend
Cache Storage Management,La gestion du stockage en cache,module,Magento_Backend
Flush Magento Cache,Flush Cache Magento,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,Le stockage du cache peut contenir des données supplémentaires. Êtes-vous sûr que vous voulez jeter ?,module,Magento_Backend
Flush Cache Storage,Vider la mémoire cache Storage,module,Magento_Backend
Invalidated,Invalidé,module,Magento_Backend
Orders,Arrêtés,module,Magento_Backend
Amounts,Montants,module,Magento_Backend
Bestsellers,Meilleures ventes,module,Magento_Backend
Most Viewed Products,Produits les plus consultés,module,Magento_Backend
New Customers,De nouveaux clients,module,Magento_Backend
Customers,Les clients,module,Magento_Backend
Customer,Client,module,Magento_Backend
Guest,Guest,module,Magento_Backend
Items,Articles,module,Magento_Backend
Total,Total,module,Magento_Backend
Lifetime Sales,Les ventes à vie,module,Magento_Backend
Average Order,Commande moyenne,module,Magento_Backend
Average,La moyenne,module,Magento_Backend
Product,Produit,module,Magento_Backend
Price,Prix,module,Magento_Backend
Quantity,Quantité,module,Magento_Backend
Views,Vues,module,Magento_Backend
Revenue,Recettes,module,Magento_Backend
Tax,Impôt sur le revenu,module,Magento_Backend
Shipping,Voyage,module,Magento_Backend
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)",module,Magento_Backend
All Files,Tous les fichiers,module,Magento_Backend
Reset to Default,Restaurer les paramètres par défaut,module,Magento_Backend
All Store Views,Toutes les vues du magasin,module,Magento_Backend
What is this?,Qu'est-ce ?,module,Magento_Backend
Save Account,Compte Enregistrer,module,Magento_Backend
My Account,Mon compte,module,Magento_Backend
Account Information,Informations de compte,module,Magento_Backend
User Name,Nom d'utilisateur,module,Magento_Backend
First Name,Prénom,module,Magento_Backend
Last Name,Nom,module,Magento_Backend
Email,Email,module,Magento_Backend
User Email,E-mail de l'utilisateur,module,Magento_Backend
New Password,Nouveau mot de passe,module,Magento_Backend
Password Confirmation,Confirmation du mot de passe,module,Magento_Backend
Interface Locale,La locale de l'interface,module,Magento_Backend
Current User Identity Verification,La vérification de l'identité de l'utilisateur courant,module,Magento_Backend
Your Password,Votre mot de passe,module,Magento_Backend
Save Cache Settings,Enregistrer les paramètres du cache,module,Magento_Backend
Catalog Rewrites,Réécritures catalogue,module,Magento_Backend
Refresh,Actualiser,module,Magento_Backend
Images Cache,Cache des images,module,Magento_Backend
Clear,Effacer,module,Magento_Backend
Search Index,Recherche Index,module,Magento_Backend
Rebuild,Reconstruire,module,Magento_Backend
Inventory Stock Status,L'état du stock de l'inventaire,module,Magento_Backend
Rebuild Catalog Index,Reconstruire Index du catalogue,module,Magento_Backend
Rebuild Flat Catalog Category,Reconstruire télévision Catégorie Catalogue,module,Magento_Backend
Rebuild Flat Catalog Product,Reconstruire Télévision Produit catalogue,module,Magento_Backend
Cache Control,Cache Control,module,Magento_Backend
All Cache,Cache tous,module,Magento_Backend
No change,Pas de changement,module,Magento_Backend
Disable,Désactiver,module,Magento_Backend
Enable,Activer,module,Magento_Backend
Add Design Change,Ajouter changement de conception,module,Magento_Backend
Back,Retour,module,Magento_Backend
Delete,Supprimer,module,Magento_Backend
Are you sure?,Êtes-vous sûr ?,module,Magento_Backend
Save,Sauvegarder,module,Magento_Backend
Edit Design Change,Changement de Design Modifier,module,Magento_Backend
New Store Design Change,Nouveau Store Design Modifier,module,Magento_Backend
General Settings,Paramètres généraux,module,Magento_Backend
Store,Store,module,Magento_Backend
-- Please Select --,-- Veuillez sélectionner --,module,Magento_Backend
Custom Design,Conception sur mesure,module,Magento_Backend
Date From,Date à partir de,module,Magento_Backend
Date To,Date de,module,Magento_Backend
Design Change,Changement de conception,module,Magento_Backend
General,Général,module,Magento_Backend
Cancel,Annuler,module,Magento_Backend
Delete %1 '%2',Supprimer  %1  %2,module,Magento_Backend
Delete %1,Supprimer  %1,module,Magento_Backend
Block Information,Bloquer l'information,module,Magento_Backend
Backup Options,Options de sauvegarde,module,Magento_Backend
Create DB Backup,Créer DB Backup,module,Magento_Backend
Yes,Oui,module,Magento_Backend
No,Pas de,module,Magento_Backend
Delete Store,Supprimer Store,module,Magento_Backend
Delete Web Site,Site Web Supprimer,module,Magento_Backend
Save Web Site,Enregistrer Web Site,module,Magento_Backend
Save Store,Sauver Enregistrer,module,Magento_Backend
Save Store View,Sauver Enregistrer Voir,module,Magento_Backend
Delete Store View,Supprimer Store View,module,Magento_Backend
Edit Web Site,Site Web Modifier,module,Magento_Backend
New Web Site,Nouveau Site Web,module,Magento_Backend
Edit Store,Edit Store,module,Magento_Backend
New Store,Nouveau magasin,module,Magento_Backend
Edit Store View,Boutique Modifier,module,Magento_Backend
New Store View,Nouveau magasin View,module,Magento_Backend
Store Information,Stocker des informations,module,Magento_Backend
Web Site,Site Web,module,Magento_Backend
Name,Nom,module,Magento_Backend
Root Category,Catégorie racine,module,Magento_Backend
Default Store View,Boutique par défaut,module,Magento_Backend
Store View Information,Voir les informations magasin,module,Magento_Backend
Code,Code,module,Magento_Backend
Status,Status,module,Magento_Backend
Disabled,Mobilité,module,Magento_Backend
Enabled,Activé,module,Magento_Backend
Sort Order,Ordre de tri,module,Magento_Backend
Web Site Information,Informations sur le site Web,module,Magento_Backend
Default Store,Magasin par défaut,module,Magento_Backend
Set as Default,Définir par défaut,module,Magento_Backend
Stores,Stores,module,Magento_Backend
Create Website,Créer un site Web,module,Magento_Backend
Create Store,Créer Store,module,Magento_Backend
Create Store View,Créer Store View,module,Magento_Backend
Home,Accueil,module,Magento_Backend
Reset,Réinitialiser,module,Magento_Backend
Are you sure you want to do this?,Êtes-vous sûr de vouloir effectuer cette opération ?,module,Magento_Backend
Add New Image,Ajouter nouvelle image,module,Magento_Backend
Export block for grid %1 is not defined,Bloc d'exportation pour le grid  %1 n'est pas défini,module,Magento_Backend
Reset Filter,Reset filter,module,Magento_Backend
Search,Recherchez,module,Magento_Backend
Any,Tout,module,Magento_Backend
All Countries,Tous les pays,module,Magento_Backend
From,À partir de,module,Magento_Backend
To,À,module,Magento_Backend
Date selector,Sélecteur de date,module,Magento_Backend
[ deleted ],[ Supprimé ],module,Magento_Backend
Select All,Sélectionnez tous les,module,Magento_Backend
 [deleted],[supprimé],module,Magento_Backend
We couldn't find any records.,Nous n'avons pas trouvé de documents.,module,Magento_Backend
Add New,Ajouter de nouvelles,module,Magento_Backend
Invalid export type supplied for grid export block,Type d'exportation non valide fourni pour bloquer l'exportation de la grille,module,Magento_Backend
Export,Exporter,module,Magento_Backend
Please correct the column format and try again.,Veuillez corriger le format de la colonne et essayez à nouveau.,module,Magento_Backend
Please select items.,Veuillez sélectionner les éléments.,module,Magento_Backend
Submit,Soumettre,module,Magento_Backend
Unknown block type,Type de bloc inconnu,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,Veuillez corriger la configuration de l'onglet et essayez à nouveau. Id de l'onglet ne doit pas être vide,module,Magento_Backend
Please correct the tab configuration and try again.,Veuillez corriger la configuration de l'onglet et essayez à nouveau.,module,Magento_Backend
You have logged out.,Vous vous êtes déconnecté.,module,Magento_Backend
Specified cache type(s) don't exist: %1,Type de cache spécifié(s) n'existent pas :  %1,module,Magento_Backend
The image cache was cleaned.,L'image cache a été nettoyé.,module,Magento_Backend
An error occurred while clearing the image cache.,Une erreur s'est produite lors de l'effacement de l'image cache.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,Le JavaScript/CSS cache a été nettoyé.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,Une erreur est survenue lors de l'effacement du cache CSS/JavaScript.,module,Magento_Backend
The static files cache has been cleaned.,Les fichiers statiques cache a été nettoyé.,module,Magento_Backend
You flushed the cache storage.,Vous avez fait fonctionner la mise en mémoire cache.,module,Magento_Backend
The Magento cache storage has been flushed.,La plateforme de stockage du cache a été vidée.,module,Magento_Backend
Cache Management,La gestion du cache,module,Magento_Backend
%1 cache type(s) disabled., %1 type(s) de mémoire cache désactivé.,module,Magento_Backend
An error occurred while disabling cache.,Une erreur s'est produite lors de la désactivation du cache.,module,Magento_Backend
%1 cache type(s) enabled., %1 type(s) de mémoire cache activée.,module,Magento_Backend
An error occurred while enabling cache.,Une erreur est survenue lors de l'activation de la mémoire cache.,module,Magento_Backend
%1 cache type(s) refreshed., %1 type de mémoire cache(s) rafraîchie.,module,Magento_Backend
An error occurred while refreshing cache.,Une erreur s'est produite lors de l'actualisation de la mémoire cache.,module,Magento_Backend
Dashboard,Planche de bord,module,Magento_Backend
We updated lifetime statistic.,Nous avons mis à jour des statistiques à vie.,module,Magento_Backend
We can't refresh lifetime statistics.,On ne peut pas actualiser les statistiques à vie.,module,Magento_Backend
invalid request,Demande non valide,module,Magento_Backend
see error log for details,Voir le journal des erreurs,module,Magento_Backend
Service unavailable: %1,Service non disponible :  %1,module,Magento_Backend
Error,Error,module,Magento_Backend
Access Denied.,Accès refusé.,module,Magento_Backend
You need more permissions to do this.,Vous avez besoin de plus de pouvoirs pour ce faire.,module,Magento_Backend
No search modules were registered,Pas de modules de recherche ont été enregistrées,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,Veuillez vous assurer que tous les modules de recherche global admin sont installés et activés.,module,Magento_Backend
You saved the account.,Vous avez enregistré le compte.,module,Magento_Backend
An error occurred while saving account.,Une erreur est survenue lors de l'enregistrement de compte.,module,Magento_Backend
You deleted the design change.,Vous avez supprimé la modification de conception.,module,Magento_Backend
You can't delete the design change.,Vous ne pouvez pas supprimer la modification de conception.,module,Magento_Backend
Store Design,La conception du magasin,module,Magento_Backend
Edit Store Design Change,Edit Store Design Modifier,module,Magento_Backend
You saved the design change.,Vous avez enregistré la modification de conception.,module,Magento_Backend
System,System,module,Magento_Backend
Manage Stores,Gérer les magasins,module,Magento_Backend
The database was backed up.,La base de données ont été sauvegardées.,module,Magento_Backend
We can't create a backup right now. Please try again later.,Nous ne pouvons pas créer une sauvegarde maintenant. Veuillez réessayer plus tard.,module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","La suppression d'un  %1 ne sera pas supprimer les informations associées à la  %1 (par exemple, des catégories, des produits, etc.), mais le  %1 ne sera pas en mesure d'être restauré. Il est recommandé de créer une sauvegarde de la base avant de supprimer le dossier  %1.",module,Magento_Backend
Something went wrong. Please try again.,Quelque chose a mal tourné. Veuillez essayer à nouveau.,module,Magento_Backend
This store cannot be deleted.,Ce magasin ne peut pas être supprimé.,module,Magento_Backend
You deleted the store.,Vous avez supprimé le magasin.,module,Magento_Backend
Unable to delete the store. Please try again later.,Impossible de supprimer le magasin. Veuillez réessayer plus tard.,module,Magento_Backend
This store view cannot be deleted.,Voir ce magasin ne peut pas être supprimé.,module,Magento_Backend
Store View,Voir la boutique,module,Magento_Backend
You deleted the store view.,Vous avez supprimé le magasin vue.,module,Magento_Backend
Unable to delete the store view. Please try again later.,Impossible de supprimer le magasin vue. Veuillez réessayer plus tard.,module,Magento_Backend
This website cannot be deleted.,Ce site web ne peut pas être supprimé.,module,Magento_Backend
You deleted the website.,Vous avez supprimé le site web.,module,Magento_Backend
Unable to delete the website. Please try again later.,Impossible de supprimer le site web. Veuillez réessayer plus tard.,module,Magento_Backend
The website does not exist.,Le site web n'existe pas.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,Avant de modifier le code de site web veuillez vous assurer qu'il n'est pas utilisé dans l'index.php.,module,Magento_Backend
The store does not exist,Le magasin n'existe pas,module,Magento_Backend
Store view doesn't exist,Store view n'existe pas,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,Avant de modifier le magasin afficher le code veuillez vous assurer qu'il n'est pas utilisé dans l'index.php.,module,Magento_Backend
New ,Nouveau,module,Magento_Backend
You saved the website.,Vous avez enregistré le site web.,module,Magento_Backend
An inactive store view cannot be saved as default store view,Une boutique inactif ne peut pas être enregistré en tant que magasin par défaut afficher,module,Magento_Backend
You saved the store.,Vous avez enregistré le magasin.,module,Magento_Backend
The default store cannot be disabled,Le magasin par défaut ne peut pas être désactivée,module,Magento_Backend
You saved the store view.,Vous avez enregistré le store view.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,Il y a eu un problème lors de l'enregistrement. Veuillez consulter le journal des erreurs.,module,Magento_Backend
Last 24 Hours,Dernières 24 heures,module,Magento_Backend
Last 7 Days,Depuis 7 jours,module,Magento_Backend
Current Month,Mois en cours,module,Magento_Backend
YTD,Cda,module,Magento_Backend
2YTD,2CDA,module,Magento_Backend
Authentication storage is incorrect.,Stockage d'authentification est incorrect.,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,Vous n'avez pas à signer correctement ou votre compte est temporairement désactivé.,module,Magento_Backend
Authentication error occurred.,Erreur d'authentification s'est produite.,module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),Durée de session admin doit être inférieure ou égale à 31536000 secondes (un an),module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,Durée de session admin doit être supérieure ou égale à 60 secondes,module,Magento_Backend
Order,Commander,module,Magento_Backend
Order #%1,No de commande %1,module,Magento_Backend
Access denied,Accès refusé,module,Magento_Backend
Please try to sign out and sign in again.,Essayez de vous déconnecter et vous connecter à nouveau.,module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Si vous continuez à recevoir ce message, contactez le propriétaire du magasin.",module,Magento_Backend
You need more permissions to access this.,Vous avez besoin de plus d'autorisations d'accès à cela.,module,Magento_Backend
"Welcome, please sign in","Bienvenue, veuillez ouvrir une session",module,Magento_Backend
Username,Nom d'utilisateur,module,Magento_Backend
user name,Nom d'utilisateur,module,Magento_Backend
Password,Mot de passe oublié,module,Magento_Backend
password,Mot de passe oublié,module,Magento_Backend
Sign in,Sign In,module,Magento_Backend
Select Range:,Sélectionnez la plage :,module,Magento_Backend
No Data Found,Aucune donnée trouvée,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Graphique est désactivé. Pour activer le tableau, cliquez  <a href=""%1"">ici</a>.",module,Magento_Backend
Last Orders,Les dernières commandes,module,Magento_Backend
Last Search Terms,Les termes de recherche dernière,module,Magento_Backend
Top Search Terms,Les termes de recherche Haut,module,Magento_Backend
There are no search keywords.,Il n'y a pas de mots-clés de recherche.,module,Magento_Backend
View Statistics For:,Afficher les statistiques pour :,module,Magento_Backend
All Websites,Tous les sites Web,module,Magento_Backend
Reload Data,Les données de rechargement,module,Magento_Backend
Browse Files...,Parcourir les fichiers...,module,Magento_Backend
Magento,Magento,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,Copyright &copy ;  %1 Magento Commerce Inc. Tous droits réservés.,module,Magento_Backend
ver. %1,Ver.  %1,module,Magento_Backend
Magento Admin Panel,Magento Admin Panel,module,Magento_Backend
Account Setting,Configuration du compte,module,Magento_Backend
Customer View,Vue du client,module,Magento_Backend
Sign Out,Se déconnecter,module,Magento_Backend
About the calendar,À propos de l'agenda,module,Magento_Backend
Close,Fermer,module,Magento_Backend
Go Today,Rendez-vous aujourd'hui,module,Magento_Backend
Previous,Page précédente,module,Magento_Backend
Next,Next,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,Temps,module,Magento_Backend
Hour,Heure,module,Magento_Backend
Minute,Minute,module,Magento_Backend
JavaScript may be disabled in your browser.,JavaScript est peut-être désactivé dans votre navigateur.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,Pour utiliser ce site vous devez activer JavaScript dans votre navigateur.,module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Ce n'est qu'un démo. Vous pouvez parcourir et passer des commandes, mais rien ne sera traitée.",module,Magento_Backend
Report Bugs,Signaler des bogues,module,Magento_Backend
Store View:,Store View :,module,Magento_Backend
Stores Configuration,Configuration des magasins,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,Veuillez confirmer l'étendue de la commutation. Toutes les données qui n'a pas été enregistrées seront perdues.,module,Magento_Backend
Additional Cache Management,Gestion de cache supplémentaire,module,Magento_Backend
Flush Catalog Images Cache,Rincer le Cache des images de catalogue,module,Magento_Backend
Pregenerated product images files,Les fichiers images produits Pregenerated,module,Magento_Backend
Flush JavaScript/CSS Cache,Flush Cache JavaScript/CSS,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,Les fichiers CSS et JavaScript thèmes combinés pour un seul fichier,module,Magento_Backend
Flush Static Files Cache,Rincer le cache des fichiers statiques,module,Magento_Backend
Preprocessed view files and static files,Pré-visualiser les fichiers et fichiers statiques,module,Magento_Backend
Catalog,Catalogue,module,Magento_Backend
JavaScript/CSS,JavaScript/CSS,module,Magento_Backend
JavaScript/CSS Cache,Cache JavaScript/CSS,module,Magento_Backend
No records found.,Aucun enregistrement trouvé.,module,Magento_Backend
Images,Images,module,Magento_Backend
Big Image,Grande image,module,Magento_Backend
Thumbnail,Thumbnail,module,Magento_Backend
Additional Settings,D'autres paramètres,module,Magento_Backend
records found,Dossiers trouvés,module,Magento_Backend
selected,Sélectionné,module,Magento_Backend
per page,Par page,module,Magento_Backend
Previous page,Page précédente,module,Magento_Backend
of %1,De  %1,module,Magento_Backend
Next page,Page suivante,module,Magento_Backend
Export to:,À l'exportation :,module,Magento_Backend
Actions,Actions,module,Magento_Backend
Mass Actions,Les actions de masse,module,Magento_Backend
Unselect All,Désélectionner tout,module,Magento_Backend
Select Visible,Choisissez Visible,module,Magento_Backend
Unselect Visible,Visible désélectionner,module,Magento_Backend
Changes have been made to this section that have not been saved.,Des modifications ont été apportées à cette section qui n'ont pas été enregistrés.,module,Magento_Backend
This tab contains invalid data. Please resolve this before saving.,Cet onglet contient des données non valides. Veuillez résoudre ce avant d'enregistrer.,module,Magento_Backend
The information in this tab has been changed.,Les informations dans cet onglet a été modifié.,module,Magento_Backend
Loading...,Chargement...,module,Magento_Backend
System Backup,Sauvegarde système,module,Magento_Backup
Database and Media Backup,Base de données et sauvegarde des médias,module,Magento_Backup
Database Backup,Sauvegarde de base de données,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","L'archive peuvent être décompressés avec  <a href ="" %1 %2"" > </a > sur les systèmes Windows.",module,Magento_Backup
You need more permissions to activate maintenance mode right now.,Vous avez besoin de plus d'autorisations pour activer le mode de maintenance à l'heure actuelle.,module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Pour créer la sauvegarde, veuillez désélectionner ""Mettre store en mode maintenance"" ou mettre à jour vos autorisations.",module,Magento_Backup
Something went wrong while putting your store into maintenance mode.,Il y a eu un problème tout en mettant votre store en mode maintenance.,module,Magento_Backup
You need more free space to create a backup.,Vous avez besoin de plus d'espace libre pour créer une sauvegarde.,module,Magento_Backup
You need more permissions to create a backup.,Vous avez besoin de plus d'autorisations pour créer une sauvegarde.,module,Magento_Backup
We can't create the backup right now.,Nous ne pouvons pas créer la sauvegarde maintenant.,module,Magento_Backup
Backups,Les sauvegardes,module,Magento_Backup
System,System,module,Magento_Backup
Tools,Tools,module,Magento_Backup
Backup,Backup,module,Magento_Backup
We can't delete one or more backups.,Nous ne pouvons pas supprimer une ou plusieurs sauvegardes.,module,Magento_Backup
failed,N,module,Magento_Backup
successful,Succès,module,Magento_Backup
You deleted the selected backup(s).,Vous avez supprimé la sauvegarde sélectionnée(s).,module,Magento_Backup
Can't load snapshot archive,Impossible de charger l'archive snapshot,module,Magento_Backup
Please correct the password.,Veuillez corriger le mot de passe.,module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Pour terminer la restauration, veuillez désélectionner ""Mettre store en mode maintenance"" ou mettre à jour vos autorisations.",module,Magento_Backup
We can't find the backup file.,Nous ne pouvons pas trouver le fichier de sauvegarde.,module,Magento_Backup
